genre,label,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12
metal,0,-19.68582534790039,70.92695617675781,-35.32356643676758,56.23176956176758,-15.748035430908203,21.197776794433594,-20.759716033935547,24.89632797241211,-26.623779296875,5.684616565704346,-27.167648315429688,6.339359283447266,-25.03888702392578
metal,0,-16.655778884887695,58.008419036865234,-31.437702178955078,49.939292907714844,-11.795011520385742,27.9061222076416,-17.63018035888672,31.62769317626953,-23.22419548034668,8.51447868347168,-28.372535705566406,4.154588222503662,-26.71969223022461
metal,0,-24.438547134399414,52.944210052490234,-34.00242614746094,45.19916534423828,-9.963069915771484,28.836702346801758,-11.388729095458984,36.34347915649414,-14.658348083496094,17.526275634765625,-25.214664459228516,4.428082466125488,-20.542816162109375
metal,0,-42.98652648925781,48.35224151611328,-37.57917022705078,42.21982192993164,-10.198049545288086,27.237224578857422,-8.079909324645996,34.17839050292969,-16.133150100708008,15.414636611938477,-26.17962646484375,3.953798294067383,-21.08576202392578
metal,0,-64.3455581665039,48.80529022216797,-27.684974670410156,50.028263092041016,-9.050146102905273,25.088899612426758,-11.787900924682617,30.469970703125,-18.301429748535156,12.644270896911621,-24.591083526611328,6.461544513702393,-23.105905532836914
metal,0,-81.34947204589844,55.961551666259766,-15.908811569213867,55.9566764831543,-7.485342025756836,27.88501739501953,-11.320283889770508,21.824234008789062,-22.476436614990234,8.99783706665039,-23.320980072021484,11.604305267333984,-20.843231201171875
metal,0,-84.53360748291016,62.66352081298828,-15.957265853881836,57.71529769897461,-5.526907444000244,20.253376007080078,-11.922106742858887,25.07158660888672,-25.934326171875,4.116430282592773,-22.981786727905273,13.615715026855469,-21.578657150268555
metal,0,-89.20343780517578,63.30108642578125,-23.342411041259766,56.17253112792969,-2.916253089904785,18.92534637451172,-10.808219909667969,28.54083251953125,-26.146446228027344,5.968116283416748,-24.224567413330078,14.581534385681152,-23.549705505371094
metal,0,-83.64262390136719,70.11892700195312,-28.770811080932617,59.99961853027344,-1.8827214241027832,13.807843208312988,-11.6965913772583,24.90294075012207,-26.88409423828125,8.472246170043945,-23.023488998413086,16.291221618652344,-23.174663543701172
metal,0,-72.10801696777344,73.79985046386719,-45.56078338623047,60.57109069824219,-4.306514263153076,9.107942581176758,-10.217507362365723,18.67828369140625,-23.476112365722656,12.465476989746094,-21.749156951904297,14.119900703430176,-20.027942657470703
metal,0,-67.34077453613281,81.11373138427734,-57.09244918823242,56.450225830078125,-10.156006813049316,16.113536834716797,-4.0933098793029785,21.17856216430664,-11.884176254272461,22.553394317626953,-20.417713165283203,9.776544570922852,-18.660669326782227
metal,0,-70.03015899658203,93.44221496582031,-52.14794921875,51.856990814208984,-10.859500885009766,23.784160614013672,1.7485531568527222,27.65544891357422,-2.422595977783203,33.52268600463867,-16.389930725097656,14.877847671508789,-20.404857635498047
metal,0,-88.52629852294922,96.84681701660156,-47.76818084716797,51.56988525390625,-6.269975662231445,22.57748031616211,1.9945769309997559,29.466693878173828,1.3100686073303223,32.260311126708984,-10.25259780883789,20.31220245361328,-19.974660873413086
metal,0,-102.98355865478516,99.63343811035156,-41.79633331298828,59.10627746582031,-4.2989912033081055,18.529008865356445,-1.0869367122650146,28.013164520263672,1.6142094135284424,27.08382225036621,-10.791043281555176,20.549182891845703,-16.74624252319336
metal,0,-97.69432830810547,95.97671508789062,-44.66912841796875,57.57860565185547,-19.19831085205078,15.439910888671875,0.14642882347106934,28.748626708984375,1.9765963554382324,30.638771057128906,-16.306501388549805,17.633331298828125,-21.34512710571289
metal,0,-94.58047485351562,86.4325942993164,-54.976078033447266,59.566932678222656,-23.38845443725586,19.537982940673828,3.5438878536224365,32.70082473754883,1.8455884456634521,27.068395614624023,-19.271591186523438,13.472418785095215,-24.25603485107422
metal,0,-101.6320571899414,83.69664001464844,-61.1128044128418,61.8203125,-26.756153106689453,22.49451446533203,12.331045150756836,35.95981979370117,1.6759387254714966,20.430234909057617,-19.213228225708008,10.849176406860352,-22.439157485961914
metal,0,-108.92473602294922,96.1346435546875,-57.03432846069336,61.678428649902344,-24.767311096191406,18.026596069335938,9.319961547851562,31.672746658325195,2.4008350372314453,18.426422119140625,-19.359577178955078,11.564404487609863,-23.036376953125
metal,0,-123.0727310180664,102.0073013305664,-48.08956527709961,54.973388671875,-19.633419036865234,16.040149688720703,3.4265804290771484,31.791568756103516,4.799416542053223,19.298660278320312,-20.257892608642578,14.205141067504883,-21.55853271484375
metal,0,-124.2782974243164,95.7623062133789,-42.27345657348633,54.57849884033203,-9.914716720581055,12.68861198425293,0.35472366213798523,30.962228775024414,0.8086677193641663,20.583240509033203,-20.10436248779297,16.099700927734375,-20.457897186279297
metal,0,-114.930419921875,92.98533630371094,-40.924659729003906,51.98430633544922,-5.808011054992676,12.93583869934082,-10.827869415283203,22.940261840820312,-4.6256232261657715,24.479766845703125,-16.326574325561523,18.487613677978516,-18.40625
metal,0,-91.24430847167969,84.53168487548828,-45.23623275756836,50.043601989746094,-2.6190435886383057,20.702693939208984,-11.776369094848633,20.61641502380371,-12.35453987121582,26.938274383544922,-14.240792274475098,17.80284309387207,-17.64873504638672
metal,0,-53.71851348876953,87.05524444580078,-36.601226806640625,44.19781494140625,-4.198451519012451,30.178680419921875,1.119272232055664,29.685855865478516,-11.519705772399902,25.73407745361328,-10.274133682250977,16.812761306762695,-17.00792694091797
metal,0,-47.07595443725586,81.40991973876953,-33.310401916503906,46.30034255981445,-7.868633270263672,27.540510177612305,10.250587463378906,34.64419937133789,-7.288002014160156,27.3735294342041,-10.895644187927246,14.157485008239746,-21.28921890258789
metal,0,-48.00520324707031,69.87484741210938,-39.14979553222656,47.48687744140625,-6.705493927001953,27.854751586914062,14.100484848022461,36.672630310058594,-5.6767473220825195,35.31523132324219,-9.948996543884277,9.77383041381836,-23.999553680419922
metal,0,-55.80337142944336,62.947486877441406,-46.130123138427734,42.260005950927734,1.2635866403579712,35.498416900634766,9.416901588439941,30.900314331054688,-15.227773666381836,31.222949981689453,-11.23707389831543,17.015884399414062,-19.566070556640625
metal,0,-62.84827423095703,58.79762649536133,-53.62147521972656,39.24821090698242,3.4272446632385254,39.18922424316406,8.678089141845703,27.534202575683594,-17.349285125732422,26.774702072143555,-15.854069709777832,23.482898712158203,-13.849710464477539
metal,0,-64.49105072021484,59.98552703857422,-59.92644500732422,40.87565231323242,2.869990348815918,37.307289123535156,5.708222389221191,26.330692291259766,-11.278289794921875,30.69509506225586,-14.810491561889648,19.557655334472656,-15.663324356079102
metal,0,-74.42948150634766,59.5085334777832,-60.10298156738281,43.653804779052734,3.740654945373535,37.47783660888672,3.4612863063812256,20.53386878967285,-13.5985107421875,28.592926025390625,-13.591960906982422,17.430007934570312,-20.576316833496094
metal,0,-85.05492401123047,61.945465087890625,-59.693023681640625,45.57665252685547,1.2575151920318604,33.08537673950195,0.021299362182617188,18.211490631103516,-12.336038589477539,29.472858428955078,-13.573038101196289,19.98955535888672,-20.699844360351562
metal,0,-83.18083190917969,70.14263916015625,-58.785972595214844,48.968360900878906,-0.5527997016906738,28.02857208251953,1.8060084581375122,18.11667251586914,-13.220514297485352,30.44900894165039,-5.563633441925049,24.432865142822266,-23.732744216918945
metal,0,-82.20405578613281,74.24576568603516,-59.791900634765625,49.611595153808594,-0.8926743268966675,28.060955047607422,0.06919527053833008,20.88068962097168,-13.531295776367188,27.153152465820312,-6.459066390991211,24.004371643066406,-23.581546783447266
metal,0,-79.86495208740234,72.14620971679688,-66.24591064453125,49.355865478515625,-0.8873974680900574,35.10035705566406,4.506313323974609,27.057144165039062,-11.963726043701172,23.956192016601562,-8.572629928588867,22.27130699157715,-23.512104034423828
metal,0,-79.09123229980469,74.62197875976562,-74.15866088867188,43.28937911987305,-2.8804826736450195,38.648101806640625,11.761841773986816,29.368885040283203,-11.72952938079834,23.926319122314453,-5.2175493240356445,21.07826042175293,-27.405540466308594
metal,0,-86.36100006103516,75.2382583618164,-80.67282104492188,45.436431884765625,-1.002066969871521,37.28351974487305,9.864818572998047,27.14749526977539,-14.577943801879883,23.101184844970703,-5.655474662780762,20.112377166748047,-27.087074279785156
metal,0,-93.94467163085938,70.2784423828125,-79.55123901367188,47.52146911621094,0.35491693019866943,35.70175552368164,6.589622497558594,33.43682861328125,-10.99161148071289,26.201587677001953,-6.95091438293457,22.030290603637695,-24.39883804321289
metal,0,-93.37142181396484,73.94949340820312,-75.0714340209961,46.70331954956055,-3.8019094467163086,28.88442611694336,6.45560884475708,38.416831970214844,-7.606097221374512,29.932302474975586,-10.997760772705078,21.287399291992188,-22.920225143432617
metal,0,-94.80113983154297,79.11947631835938,-74.13837432861328,48.290138244628906,-0.18928951025009155,27.99907684326172,2.0751938819885254,31.563262939453125,-7.762882232666016,32.7083740234375,-10.101025581359863,21.930389404296875,-23.565937042236328
metal,0,-96.9216537475586,79.88493347167969,-78.27252197265625,45.8061408996582,0.38108929991722107,29.80941390991211,-2.3377304077148438,28.317466735839844,-3.421266555786133,32.127681732177734,-7.6313886642456055,20.74930191040039,-24.37590789794922
metal,0,-97.52285766601562,79.50724792480469,-76.60044860839844,46.021202087402344,-1.593927264213562,30.244686126708984,-1.6183327436447144,31.124305725097656,-1.454277515411377,32.16402816772461,-9.552684783935547,20.951778411865234,-26.039600372314453
metal,0,-95.39054107666016,78.77195739746094,-71.44922637939453,41.30064010620117,-4.072389602661133,35.23567199707031,0.6452969312667847,33.304718017578125,-4.499878883361816,34.59072494506836,-9.092148780822754,20.22559356689453,-29.187856674194336
metal,0,-91.50393676757812,77.3179702758789,-74.03492736816406,37.523338317871094,-3.1801583766937256,42.86543273925781,4.608335494995117,32.61036682128906,-11.639259338378906,32.814971923828125,-11.31183910369873,14.407697677612305,-29.605060577392578
metal,0,-87.38075256347656,75.52704620361328,-76.03117370605469,40.97618865966797,-3.8630685806274414,38.01020050048828,3.7094380855560303,30.43639373779297,-16.008060455322266,32.55548095703125,-10.150594711303711,16.70608139038086,-26.887020111083984
metal,0,-55.11219024658203,83.23198699951172,-52.26569366455078,52.300289154052734,-4.736618518829346,39.686767578125,-13.37556266784668,21.92302703857422,-28.069372177124023,20.73379135131836,-17.760663986206055,10.11992073059082,-28.7062931060791
metal,0,-17.982074737548828,73.39863586425781,-36.40379333496094,52.72483825683594,-3.20668888092041,41.78478240966797,-15.969261169433594,22.570472717285156,-32.19129943847656,12.356243133544922,-18.30429458618164,7.536581516265869,-28.07705307006836
metal,0,-15.461763381958008,59.33885192871094,-36.2819709777832,49.03343963623047,-1.921809434890747,40.250457763671875,-13.489463806152344,25.89425277709961,-26.985740661621094,16.336612701416016,-15.854438781738281,9.587594032287598,-28.079605102539062
metal,0,-33.29986572265625,52.255943298339844,-36.69495391845703,44.169803619384766,-3.9468841552734375,40.781803131103516,-12.481033325195312,25.924413681030273,-18.639638900756836,25.510005950927734,-11.558436393737793,11.73421573638916,-33.556636810302734
metal,0,-50.529048919677734,50.08484649658203,-38.37519073486328,43.30057907104492,-3.6399312019348145,37.443016052246094,-12.433112144470215,23.701921463012695,-17.91613006591797,24.04191017150879,-11.898961067199707,10.68753433227539,-35.4635009765625
metal,0,-55.33438491821289,50.98881530761719,-43.30302429199219,39.18657684326172,-2.8253018856048584,35.58719253540039,-7.654040336608887,29.40595054626465,-18.66552734375,23.576950073242188,-12.331094741821289,11.974956512451172,-32.83889389038086
metal,0,-56.182769775390625,55.2483024597168,-49.1690673828125,36.33043670654297,-0.9576335549354553,33.41264343261719,-6.1837592124938965,26.081392288208008,-19.462875366210938,27.71084213256836,-11.610452651977539,13.94952392578125,-33.45241165161133
metal,0,-62.849334716796875,63.6517333984375,-49.42450714111328,41.29805374145508,3.0141513347625732,30.062042236328125,-6.456985950469971,21.959148406982422,-18.750396728515625,24.761363983154297,-14.569416046142578,12.746543884277344,-35.28804016113281
metal,0,-73.32794189453125,68.80029296875,-53.415584564208984,43.159244537353516,4.052790641784668,30.54281997680664,-4.731858253479004,23.3477725982666,-13.331293106079102,27.578655242919922,-13.326147079467773,7.3553876876831055,-36.07432556152344
metal,0,-86.52648162841797,72.82789611816406,-53.42571258544922,48.34522247314453,5.93178653717041,36.16016387939453,-2.009538412094116,22.803936004638672,-11.348894119262695,24.414159774780273,-17.088768005371094,4.298661231994629,-36.063720703125
metal,0,-88.5260238647461,76.32571411132812,-53.75637435913086,49.551727294921875,9.11085033416748,31.826587677001953,-6.547142505645752,18.635601043701172,-14.696788787841797,21.191448211669922,-15.422369956970215,7.559811592102051,-35.68458938598633
metal,0,-78.66735076904297,81.48758697509766,-60.15740203857422,50.73443603515625,3.701066493988037,23.54890251159668,-10.150766372680664,16.961694717407227,-14.06257152557373,21.238985061645508,-12.560778617858887,12.87685775756836,-32.08283996582031
metal,0,-70.29168701171875,88.64271545410156,-69.71665954589844,44.13029479980469,2.2544562816619873,29.59231948852539,-3.539395570755005,17.371742248535156,-17.940658569335938,17.178932189941406,-8.067831039428711,22.57456398010254,-26.13327407836914
metal,0,-71.41100311279297,92.01495361328125,-72.5761489868164,38.84974670410156,2.893172264099121,36.16191101074219,3.205838203430176,17.120189666748047,-22.356111526489258,7.436498641967773,-9.492003440856934,27.24523162841797,-18.908687591552734
metal,0,-83.86931610107422,92.97823333740234,-70.51992797851562,39.70714569091797,-0.932996392250061,34.66903305053711,8.761734962463379,15.841449737548828,-22.264684677124023,6.1693806648254395,-13.732547760009766,24.461322784423828,-16.93535614013672
metal,0,-87.38911437988281,93.66781616210938,-73.33434295654297,40.93014144897461,-1.820449948310852,35.1489372253418,8.850542068481445,14.193500518798828,-20.273929595947266,9.696538925170898,-14.499241828918457,19.004451751708984,-24.94062042236328
metal,0,-90.34347534179688,93.76592254638672,-77.35069274902344,43.61943817138672,0.054311126470565796,33.606082916259766,7.701979637145996,17.36376190185547,-14.089799880981445,16.795604705810547,-16.342321395874023,18.704395294189453,-24.95602798461914
metal,0,-89.81614685058594,93.50950622558594,-81.20613098144531,47.77959442138672,-1.3229087591171265,30.591445922851562,7.48542594909668,12.089437484741211,-15.013321876525879,17.063568115234375,-15.524345397949219,20.91146469116211,-19.061182022094727
metal,0,-83.5948486328125,94.47633361816406,-84.19900512695312,44.903778076171875,-6.191801071166992,33.37367248535156,9.279143333435059,13.108308792114258,-18.814422607421875,13.634947776794434,-16.108619689941406,26.042407989501953,-15.260974884033203
metal,0,-80.58475494384766,97.38736724853516,-81.53021240234375,34.649269104003906,-16.555442810058594,32.16337585449219,7.690152168273926,18.550092697143555,-19.302799224853516,17.658910751342773,-19.208187103271484,29.959131240844727,-16.684581756591797
metal,0,-84.2280502319336,96.11901092529297,-73.56816864013672,26.733213424682617,-24.520814895629883,26.06589126586914,5.806537628173828,24.11617660522461,-17.835609436035156,22.725143432617188,-21.604408264160156,28.39371109008789,-13.411991119384766
classical,1,-98.11052703857422,96.3959732055664,-70.11019897460938,30.855573654174805,-25.449806213378906,19.862350463867188,1.5124844312667847,24.545631408691406,-17.41757583618164,21.56963348388672,-20.226390838623047,23.24155044555664,-13.442728996276855
classical,1,-87.47193145751953,102.83094024658203,-61.092166900634766,42.87742614746094,-17.973989486694336,19.264408111572266,-2.5746750831604004,24.681861877441406,-9.675341606140137,20.407686233520508,-12.547523498535156,18.04241943359375,-18.434307098388672
classical,1,-65.60076141357422,98.08277893066406,-35.87382888793945,49.13545608520508,-6.611496925354004,23.236005783081055,-8.077906608581543,28.53933334350586,-5.425684928894043,24.745433807373047,-12.36966323852539,15.84333610534668,-17.675098419189453
classical,1,-61.614444732666016,88.55172729492188,-22.244367599487305,43.371421813964844,-4.064281463623047,25.300783157348633,-3.784602165222168,35.90046691894531,-7.754974365234375,25.877727508544922,-17.691856384277344,13.437480926513672,-14.94190502166748
classical,1,-68.42839813232422,80.24995422363281,-19.26266098022461,45.58277893066406,-3.9357542991638184,26.581430435180664,-2.5423994064331055,34.83502197265625,-5.016025066375732,27.589153289794922,-16.86423110961914,13.376176834106445,-14.927081108093262
classical,1,-84.51565551757812,71.00033569335938,-17.464006423950195,46.61433410644531,-6.431161403656006,27.04531478881836,-1.4588452577590942,37.7566032409668,-0.4415602385997772,25.714073181152344,-15.87124252319336,15.029436111450195,-14.270736694335938
classical,1,-95.10829162597656,69.87886810302734,-18.799739837646484,45.82328796386719,-3.8117520809173584,29.966991424560547,0.4024750888347626,34.924888610839844,-1.7183523178100586,23.9769287109375,-15.834111213684082,13.759411811828613,-15.727767944335938
classical,1,-101.18001556396484,69.95331573486328,-25.97900390625,48.248435974121094,0.16969740390777588,33.54802703857422,3.6896605491638184,33.0390510559082,-4.508580207824707,22.873600006103516,-14.656330108642578,9.171939849853516,-18.545490264892578
classical,1,-102.94430541992188,72.83506774902344,-31.105762481689453,50.1048469543457,0.05390357971191406,32.4087028503418,1.7780609130859375,32.53816604614258,-3.529449462890625,22.46173667907715,-15.248529434204102,10.781087875366211,-15.610097885131836
classical,1,-107.55948638916016,75.63360595703125,-28.28558349609375,52.17610549926758,2.3041117191314697,26.634071350097656,-1.7975437641143799,31.32386589050293,-2.338895320892334,23.103086471557617,-17.757383346557617,12.790815353393555,-17.471296310424805
classical,1,-114.4167251586914,78.00215148925781,-28.69118881225586,52.50238037109375,1.5861124992370605,23.9400634765625,-3.48960542678833,23.835979461669922,-4.349376201629639,21.43458366394043,-17.007190704345703,16.661067962646484,-16.644638061523438
classical,1,-118.3205795288086,82.54837799072266,-30.735376358032227,54.132972717285156,-2.5519676208496094,20.453323364257812,-0.9124618768692017,22.206924438476562,-3.594170093536377,21.369504928588867,-12.36681079864502,13.949502944946289,-19.29351043701172
classical,1,-124.24983215332031,83.3917236328125,-38.38017272949219,52.859832763671875,-6.607759952545166,17.49718475341797,-1.3243579864501953,24.10761833190918,3.183001756668091,23.385807037353516,-13.638509750366211,16.323938369750977,-16.58014678955078
classical,1,-121.68009948730469,88.41253662109375,-45.85734558105469,54.393306732177734,-7.320043563842773,19.17028045654297,-3.284851551055908,21.061073303222656,3.2688324451446533,18.782806396484375,-20.39370346069336,15.238893508911133,-12.248041152954102
classical,1,-124.18517303466797,93.34890747070312,-50.49598693847656,54.47907638549805,-3.067142963409424,17.554819107055664,-2.2804760932922363,20.129695892333984,-2.993903160095215,16.003551483154297,-17.62377166748047,12.990245819091797,-12.587579727172852
classical,1,-124.71405792236328,104.81700134277344,-49.90501403808594,57.122642517089844,-3.2906999588012695,20.623682022094727,2.743220806121826,23.071996688842773,-6.976624488830566,10.568574905395508,-18.127822875976562,8.402462005615234,-17.232458114624023
classical,1,-129.66151428222656,109.21174621582031,-51.7263298034668,63.42383575439453,-4.5835065841674805,21.96367835998535,7.812801361083984,21.435516357421875,-8.703886032104492,6.602299690246582,-17.179983139038086,5.436385154724121,-20.95075798034668
classical,1,-133.4941864013672,113.7060546875,-55.09843063354492,62.45033645629883,-4.788518905639648,19.194921493530273,2.6297061443328857,19.440479278564453,-3.254202127456665,11.130851745605469,-11.162391662597656,6.980564117431641,-22.24631118774414
classical,1,-140.95315551757812,115.73765563964844,-53.82046890258789,68.2890396118164,-4.951315879821777,17.875776290893555,1.4385665655136108,15.838250160217285,-1.9334394931793213,12.645257949829102,-12.240349769592285,6.174813747406006,-21.180870056152344
